Dates,Final downtime,final running hours,Target Production,Cavity count,Mold id,Device,Cycle Time,MU,Rejection,Actual PRD,Performance,Availability,Quality
08-07-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,18,6278,98.56763285,95.83333333,99.71328449
02-07-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,0,6012,94.39130435,95.83333333,100
01-07-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,30,6122,96.11835749,95.83333333,99.50996406
25-06-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,0,5770,90.59178744,95.83333333,100
24-06-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,4,5958,93.54347826,95.83333333,99.93286338
18-06-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,6,5746,90.21497585,95.83333333,99.89557953
10-06-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,0,5726,89.90096618,95.83333333,100
06-06-2024,1,23,6369,2,Frame 8m,SH-150TD,26,23,9,5250,82.42753623,95.83333333,99.82857143
06-09-2024,1,23,6369,2,Frame 4 Module,SH-150TA,26,23,0,6566,103.089372,95.83333333,100
05-09-2024,1,23,6369,2,Frame 4 Module,SH-150TA,26,23,0,6618,103.9057971,95.83333333,100
04-09-2024,1,23,6369,2,Frame 4 Module,SH-150TA,26,23,0,6640,104.2512077,95.83333333,100
28-08-2024,1,23,8078,2,Frame 3 Module,SH-150TA,20.5,23,8,7370,91.23490338,95.83333333,99.89145183
22-08-2024,1,23,8078,2,Frame 3 Module,SH-150TA,20.5,23,0,7744,95.8647343,95.83333333,100
21-08-2024,1,23,8078,2,Frame 3 Module,SH-150TA,20.5,23,0,7724,95.61714976,95.83333333,100
20-08-2024,1,23,8078,2,Frame 3 Module,SH-150TA,20.5,23,24,7460,92.34903382,95.83333333,99.67828418
03-07-2024,1,23,6066,2,Plate 4 module,SH-150TA,27.3,23,34,7058,116.3547101,95.83333333,99.51827713
29-06-2024,1,23,6066,2,Plate 4 module,SH-150TA,27.3,23,40,6218,102.5068841,95.83333333,99.35670634
26-06-2024,1,23,6066,2,Plate 4 module,SH-150TA,27.3,23,104,6418,105.8039855,95.83333333,98.37955749
22-06-2024,1,23,6066,2,Plate 4 module,SH-150TA,27.3,23,33,6476,106.7601449,95.83333333,99.49042619
21-06-2024,1,23,6066,2,Plate 4 module,SH-150TA,27.3,23,33,6330,104.3532609,95.83333333,99.47867299
20-06-2024,1,23,6066,2,Plate 4 module,SH-150TA,27.3,23,60,6558,108.1119565,95.83333333,99.08508692
06-06-2024,1,23,6369,2,Frame 4 Module,SH-150TA,26,23,2,6180,97.02898551,95.83333333,99.96763754
31-05-2024,1,23,6369,2,Frame 4 Module,SH-150TA,26,23,0,6806,106.8574879,95.83333333,100
26-10-2024,19,5,1319,2,Plate 4 module,SH-150TC,27.3,5,16,1450,109.9583333,20.83333333,98.89655172
25-10-2024,11,13,3429,2,Plate 4 module,SH-150TC,27.3,13,28,4010,116.9583333,54.16666667,99.30174564
24-10-2024,3,21,5538,2,Plate 4 module,SH-150TC,27.3,21,55,6063,109.4708333,87.5,99.09285832
23-10-2024,2,22,5802,2,Plate 4 module,SH-150TC,27.3,22,44,6308,108.7174242,91.66666667,99.30247305
22-10-2024,18,6,1582,2,Plate 4 module,SH-150TC,27.3,6,10,1644,103.8916667,25,99.39172749
19-10-2024,13,11,2901,2,Plate 4 module,SH-150TC,27.3,11,13,3266,112.5780303,45.83333333,99.60195958
18-10-2024,15,9,2374,2,Plate 4 module,SH-150TC,27.3,9,12,2564,108.0203704,37.5,99.53198128
17-10-2024,7,17,4484,2,Plate 4 module,SH-150TC,27.3,17,34,4826,107.6387255,70.83333333,99.2954828
16-10-2024,13,11,2901,2,Plate 4 module,SH-150TC,27.3,11,41,3138,108.1659091,45.83333333,98.69343531
15-10-2024,13,11,2901,2,Plate 4 module,SH-150TC,27.3,11,49,3160,108.9242424,45.83333333,98.44936709
14-10-2024,9,15,3956,2,Plate 4 module,SH-150TC,27.3,15,34,4178,105.6105556,62.5,99.1862135
08-10-2024,12,12,3165,2,Plate 4 module,SH-150TC,27.3,12,13,3240,102.375,50,99.59876543
07-10-2024,2,22,5802,2,Plate 4 module,SH-150TC,27.3,22,42,5998,103.3746212,91.66666667,99.29976659
04-10-2024,4,20,6857,2,Plate 3 module,SH-150TC,21,20,24,5764,84.05833333,83.33333333,99.58362248
03-10-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,12,7078,93.83712121,91.66666667,99.83046058
01-10-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,44,6954,92.19318182,91.66666667,99.36727064
30-09-2024,4,20,6857,2,Plate 3 module,SH-150TC,21,20,37,6252,91.175,83.33333333,99.40818938
28-09-2024,12,12,3165,2,Plate 4 module,SH-150TC,27.3,12,41,3243,102.4697917,50,98.73573851
24-09-2024,15,9,2374,2,Plate 4 module,SH-150TC,27.3,9,16,2620,110.3796296,37.5,99.38931298
23-09-2024,12,12,3165,2,Plate 4 module,SH-150TC,27.3,12,20,3078,97.25625,50,99.35022742
21-09-2024,2,22,5802,2,Plate 4 module,SH-150TC,27.3,22,16,6140,105.8219697,91.66666667,99.73941368
20-09-2024,12,12,3165,2,Plate 4 module,SH-150TC,27.3,12,30,3170,100.1631944,50,99.05362776
19-09-2024,17,7,1846,2,Plate 4 module,SH-150TC,27.3,7,10,4271,231.3458333,29.16666667,99.7658628
17-09-2024,13,11,2901,2,Plate 4 module,SH-150TC,27.3,11,30,5782,199.3037879,45.83333333,99.48114839
16-09-2024,13,11,2901,2,Plate 4 module,SH-150TC,27.3,11,44,4576,157.7333333,45.83333333,99.03846154
15-09-2024,13,11,2901,2,Plate 4 module,SH-150TC,27.3,11,48,2976,102.5818182,45.83333333,98.38709677
14-09-2024,12,12,3165,2,Plate 4 module,SH-150TC,27.3,12,8,3282,103.7020833,50,99.75624619
13-09-2024,11,13,3429,2,Plate 4 module,SH-150TC,27.3,13,16,3422,99.80833333,54.16666667,99.53243717
10-09-2024,2,22,5802,2,Plate 4 module,SH-150TC,27.3,22,28,6186,106.6147727,91.66666667,99.54736502
09-09-2024,2,22,5802,2,Plate 4 module,SH-150TC,27.3,22,40,6114,105.3738636,91.66666667,99.34576382
04-09-2024,2,22,5802,2,Plate 4 module,SH-150TC,27.3,22,38,6058,104.4087121,91.66666667,99.37273027
03-09-2024,5,19,5011,2,Plate 4 module,SH-150TC,27.3,19,31,5106,101.8960526,79.16666667,99.39287113
02-09-2024,3,21,5538,2,Plate 4 module,SH-150TC,27.3,21,33,6986,126.1361111,87.5,99.52762668
31-08-2024,8,16,5486,2,Plate 3 module,SH-150TC,21,16,20,7771,141.6588542,66.66666667,99.74263287
30-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,14,7936,96.44444444,100,99.82358871
29-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,14,7966,96.80902778,100,99.82425308
24-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,13,7830,95.15625,100,99.8339719
23-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,22,7957,96.69965278,100,99.72351389
20-08-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,56,7234,95.90530303,91.66666667,99.2258778
16-08-2024,3,21,7200,2,Plate 3 module,SH-150TC,21,21,29,3244,45.05555556,87.5,99.10604192
13-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,48,8210,99.77430556,100,99.41534714
11-08-2024,22,2,686,2,Plate 3 module,SH-150TC,21,2,0,0,0,8.333333333,#DIV/0!
10-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,40,7686,93.40625,100,99.47957325
09-08-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,38,7296,88.66666667,100,99.47916667
07-08-2024,24,0,0,2,LOWERCOVERSHELL,SH-150TC,50,0,0,0,#DIV/0!,0,#DIV/0!
05-08-2024,16,8,1152,2,LOWERCOVERSHELL,SH-150TC,50,8,20,1116,96.875,33.33333333,98.2078853
03-08-2024,9,15,2160,2,LOWERCOVERSHELL,SH-150TC,50,15,40,3910,181.0185185,62.5,98.9769821
02-08-2024,11,13,1872,2,LOWERCOVERSHELL,SH-150TC,50,13,12,2676,142.9487179,54.16666667,99.55156951
06-07-2024,23,1,343,2,Plate 3 module,SH-150TC,21,1,0,0,0,4.166666667,#DIV/0!
04-07-2024,8,16,5486,2,Plate 3 module,SH-150TC,21,16,34,5150,93.88020833,66.66666667,99.33980583
02-07-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,52,7184,95.24242424,91.66666667,99.27616927
01-07-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,20,4166,55.23106061,91.66666667,99.51992319
30-06-2024,13,11,3771,2,Plate 3 module,SH-150TC,21,11,38,3480,92.27272727,45.83333333,98.90804598
27-06-2024,4,20,6857,2,Plate 3 module,SH-150TC,21,20,42,6676,97.35833333,83.33333333,99.37088077
26-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,64,7860,104.2045455,91.66666667,99.18575064
25-06-2024,5,19,6514,2,Plate 3 module,SH-150TC,21,19,156,6134,94.1622807,79.16666667,97.45679817
24-06-2024,4,20,6857,2,Plate 3 module,SH-150TC,21,20,200,6546,95.4625,83.33333333,96.94469905
22-06-2024,0,24,8229,2,Plate 3 module,SH-150TC,21,24,43,7076,85.99305556,100,99.39231204
21-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,66,6558,86.94318182,91.66666667,98.99359561
20-06-2024,3,21,7200,2,Plate 3 module,SH-150TC,21,21,34,6576,91.33333333,87.5,99.48296837
18-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,67,6688,88.66666667,91.66666667,98.99820574
17-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,46,7034,93.25378788,91.66666667,99.34603355
16-06-2024,22,2,686,2,Plate 3 module,SH-150TC,21,2,50,7204,1050.583333,8.333333333,99.30594114
15-06-2024,20,4,1371,2,Plate 3 module,SH-150TC,21,4,34,7016,511.5833333,16.66666667,99.51539339
13-06-2024,18,6,2057,2,Plate 3 module,SH-150TC,21,6,16,6980,339.3055556,25,99.77077364
12-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,49,6934,91.9280303,91.66666667,99.29333718
11-06-2024,3,21,7200,2,Plate 3 module,SH-150TC,21,21,307,6314,87.69444444,87.5,95.13778904
07-06-2024,4,20,6857,2,Plate 3 module,SH-150TC,21,20,39,6208,90.53333333,83.33333333,99.37177835
06-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,35,6558,86.94318182,91.66666667,99.4663007
04-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,70,7266,96.32954545,91.66666667,99.03660886
03-06-2024,2,22,7543,2,Plate 3 module,SH-150TC,21,22,47,7310,96.91287879,91.66666667,99.35704514
01-06-2024,7,17,5829,2,Plate 3 module,SH-150TC,21,17,15,5833,100.0759804,70.83333333,99.74284245
10-09-2024,14,10,2769,2,Frame 6 Module,SH-150TB,26,10,41,2522,91.07222222,41.66666667,98.37430611
06-09-2024,20,4,1108,2,Frame 6 Module,SH-150TB,26,4,0,1018,91.90277778,16.66666667,100
05-09-2024,2,22,6092,2,Frame 6 Module,SH-150TB,26,22,0,5940,97.5,91.66666667,100
03-09-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,0,6500,97.80092593,100,100
02-09-2024,2,22,6092,2,Frame 6 Module,SH-150TB,26,22,23,5834,95.76010101,91.66666667,99.60575934
31-08-2024,24,0,0,2,Frame 6 Module,SH-150TB,26,0,3,6188,#DIV/0!,0,99.95151907
30-08-2024,24,0,0,2,Frame 6 Module,SH-150TB,26,0,1,6350,#DIV/0!,0,99.98425197
29-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,2,6596,99.24537037,100,99.96967859
24-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,1,6522,98.13194444,100,99.98466728
23-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,0,6620,99.60648148,100,100
21-08-2024,4,20,5538,2,Frame 6 Module,SH-150TB,26,20,0,5488,99.08888889,83.33333333,100
20-08-2024,2,22,6092,2,Frame 6 Module,SH-150TB,26,22,15,5902,96.87626263,91.66666667,99.74584886
17-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,2,6358,95.66435185,100,99.96854357
16-08-2024,3,21,5815,2,Frame 6 Module,SH-150TB,26,21,4,2692,46.29100529,87.5,99.85141159
14-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,0,3386,50.94675926,100,100
13-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,0,6768,101.8333333,100,100
12-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,8,6654,100.1180556,100,99.87977157
10-08-2024,12,12,3323,2,Frame 6 Module,SH-150TB,26,12,4,3300,99.30555556,50,99.87878788
09-08-2024,11,13,3600,2,Frame 6 Module,SH-150TB,26,13,2,3386,94.05555556,54.16666667,99.94093325
08-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,4,6632,99.78703704,100,99.93968637
07-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,0,6548,98.52314815,100,100
06-08-2024,24,0,0,2,Frame 6 Module,SH-150TB,26,0,0,6558,#DIV/0!,0,100
03-08-2024,6,18,4985,2,Frame 6 Module,SH-150TB,26,18,2,6440,129.1975309,75,99.9689441
02-08-2024,0,24,6646,2,Frame 6 Module,SH-150TB,26,24,2,6692,100.6898148,100,99.97011357
01-08-2024,2,22,6092,2,Frame 6 Module,SH-150TB,26,22,4,6344,104.1313131,91.66666667,99.9369483
11-07-2024,13,11,3863,2,Frame 3 Module,SH-150TB,20.5,11,0,3292,85.20959596,45.83333333,100
10-07-2024,13,11,3863,2,Frame 3 Module,SH-150TB,20.5,11,0,3292,85.20959596,45.83333333,100
06-07-2024,22,2,702,2,Frame 3 Module,SH-150TB,20.5,2,0,0,0,8.333333333,#DIV/0!
04-07-2024,8,16,5620,2,Frame 3 Module,SH-150TB,20.5,16,0,5278,93.92274306,66.66666667,100
02-07-2024,13,11,3863,2,Frame 3 Module,SH-150TB,20.5,11,0,3678,95.20075758,45.83333333,100
27-06-2024,3,21,7376,2,Frame 3 Module,SH-150TB,20.5,21,0,6928,93.93121693,87.5,100
26-06-2024,0,24,8429,2,Frame 3 Module,SH-150TB,20.5,24,0,8250,97.87326389,100,100
22-06-2024,0,24,8429,2,Frame 3 Module,SH-150TB,20.5,24,0,8148,96.66319444,100,100
21-06-2024,0,24,8429,2,Frame 3 Module,SH-150TB,20.5,24,0,8080,95.85648148,100,100
20-06-2024,24,0,0,2,Frame 3 Module,SH-150TB,20.5,0,8,8266,#DIV/0!,0,99.903218
18-06-2024,2,22,7727,2,Frame 3 Module,SH-150TB,20.5,22,0,7292,94.37247475,91.66666667,100
17-06-2024,3,21,7376,2,Frame 3 Module,SH-150TB,20.5,21,3,7210,97.75462963,87.5,99.95839112
16-06-2024,20,4,1405,2,Frame 3 Module,SH-150TB,20.5,4,4,4092,291.2708333,16.66666667,99.90224829
07-06-2024,4,20,7024,2,Frame 3 Module,SH-150TB,20.5,20,1,4199,59.77743056,83.33333333,99.97618481
06-06-2024,2,22,7727,2,Frame 3 Module,SH-150TB,20.5,22,12,3601,46.60385101,91.66666667,99.66675923
03-06-2024,10,14,4917,2,Frame 3 Module,SH-150TB,20.5,14,89,3413,69.41121032,58.33333333,97.39232347
01-06-2024,15,9,3161,2,Frame 3 Module,SH-150TB,20.5,9,0,2630,83.20216049,37.5,100
30-10-2024,11,13,3429,2,Plate 4 module,SH-150TE,27.3,13,13,3168,92.4,54.16666667,99.58964646
29-10-2024,9,15,3956,2,Plate 4 module,SH-150TE,27.3,15,40,3886,98.22944444,62.5,98.97066392
28-10-2024,2,22,5802,2,Plate 4 module,SH-150TE,27.3,22,37,6667,114.9047348,91.66666667,99.44502775
27-10-2024,3,21,5538,2,Plate 4 module,SH-150TE,27.3,21,36,6752,121.9111111,87.5,99.46682464
26-10-2024,20,4,1055,2,Plate 4 module,SH-150TE,27.3,4,45,3812,361.3458333,16.66666667,98.81951731
23-10-2024,20,4,1055,2,Plate 4 module,SH-150TE,27.3,4,26,3642,345.23125,16.66666667,99.28610653
22-10-2024,23,1,200,2,Icearbud,SH-150TE,36,1,0,0,0,4.166666667,#DIV/0!
21-10-2024,13,11,2200,2,Icearbud,SH-150TE,36,11,10,2882,131,45.83333333,99.65301874
20-10-2024,3,21,5324,2,Plate 8 module,SH-150TE,28.4,21,34,5280,99.17460317,87.5,99.35606061
18-10-2024,4,20,5070,2,Plate 8 module,SH-150TE,28.4,20,45,5691,112.2391667,83.33333333,99.20927781
15-10-2024,7,17,4310,2,Plate 8 module,SH-150TE,28.4,17,41,4040,93.73856209,70.83333333,98.98514851
08-10-2024,21,3,761,2,Plate 8 module,SH-150TE,28.4,3,34,538,70.73703704,12.5,93.6802974
07-10-2024,21,3,1029,2,Plate 3 module,SH-150TE,21,3,25,818,79.52777778,12.5,96.94376528
05-10-2024,20,4,1371,2,Plate 3 module,SH-150TE,21,4,10,572,41.70833333,16.66666667,98.25174825
09-08-2024,22,2,527,2,Plate 4 module,SH-150TE,27.3,2,0,0,0,8.333333333,#DIV/0!
06-07-2024,24,0,0,2,Plate 8 module,SH-150TE,28.4,0,0,0,#DIV/0!,0,#DIV/0!
04-07-2024,8,16,4056,2,Plate 8 module,SH-150TE,28.4,16,0,3894,95.99791667,66.66666667,100
30-10-2024,9,15,5268,2,Frame 3 Module,SH-150TD,20.5,15,10,3902,74.06574074,62.5,99.74372117
26-10-2024,4,20,7024,2,Frame 3 Module,SH-150TD,20.5,20,39,5329,75.86423611,83.33333333,99.26815538
25-10-2024,10,14,4917,2,Frame 3 Module,SH-150TD,20.5,14,41,3882,78.94940476,58.33333333,98.94384338
24-10-2024,9,15,5268,2,Frame 3 Module,SH-150TD,20.5,15,8,4967,94.28101852,62.5,99.83893698
22-10-2024,21,3,864,2,Drum,SH-150TD,25,3,20,490,56.71296296,12.5,95.91836735
21-10-2024,16,8,2304,2,Drum,SH-150TD,25,8,42,365,15.84201389,33.33333333,88.49315068
20-10-2024,24,0,0,2,Drum,SH-150TD,25,0,0,0,#DIV/0!,0,#DIV/0!
19-10-2024,23,1,288,2,Drum,SH-150TD,25,1,0,0,0,4.166666667,#DIV/0!
18-10-2024,20,4,1152,2,Drum,SH-150TD,25,4,40,818,71.00694444,16.66666667,95.11002445
10-10-2024,20,4,1152,2,Drum,SH-150TD,25,4,0,766,66.49305556,16.66666667,100
09-10-2024,5,19,5472,2,Drum,SH-150TD,25,19,10,4206,76.86403509,79.16666667,99.76224441
08-10-2024,13,11,3168,2,Drum,SH-150TD,25,11,12,2178,68.75,45.83333333,99.44903581
07-10-2024,19,5,1440,2,Drum,SH-150TD,25,5,40,1924,133.6111111,20.83333333,97.92099792
05-10-2024,23,1,288,2,Drum,SH-150TD,25,1,0,0,0,4.166666667,#DIV/0!
01-10-2024,23,1,200,2,Icearbud,SH-150TD,36,1,0,0,0,4.166666667,#DIV/0!
26-09-2024,2,22,4400,2,Icearbud,SH-150TD,36,22,30,8657,196.75,91.66666667,99.65345963
24-09-2024,16,8,1600,2,Icearbud,SH-150TD,36,8,42,2414,150.875,33.33333333,98.26014913
21-09-2024,12,12,2400,2,Icearbud,SH-150TD,36,12,28,2122,88.41666667,50,98.6804901
30-08-2024,24,0,0,2,Plate 8 module,SH-150TD,28.4,0,0,0,#DIV/0!,0,#DIV/0!
08-08-2024,15,9,2282,2,Plate 8 module,SH-150TD,28.4,9,20,2350,102.9938272,37.5,99.14893617
07-08-2024,0,24,6085,2,Plate 8 module,SH-150TD,28.4,24,55,6624,108.8666667,100,99.16968599
06-08-2024,0,24,6085,2,Plate 8 module,SH-150TD,28.4,24,44,6550,107.650463,100,99.32824427
05-08-2024,2,22,5577,2,Plate 8 module,SH-150TD,28.4,22,57,5438,97.49949495,91.66666667,98.95182052
04-08-2024,23,1,254,2,Plate 8 module,SH-150TD,28.4,1,0,0,0,4.166666667,#DIV/0!
03-08-2024,6,18,4563,2,Plate 8 module,SH-150TD,28.4,18,32,6279,137.5953704,75,99.49036471
12-07-2024,17,7,1938,2,Frame 8m,SH-150TD,26,7,4,1034,53.34126984,29.16666667,99.6131528
10-07-2024,5,19,5262,2,Frame 8m,SH-150TD,26,19,0,5058,96.13157895,79.16666667,100
09-07-2024,14,11,2769,2,Frame 8m,SH-150TD,26,10,8,2432,87.82222222,41.66666667,99.67105263
07-07-2024,23,1,277,2,Frame 8m,SH-150TD,26,1,0,0,0,4.166666667,#DIV/0!
06-07-2024,4,20,5538,2,Frame 8m,SH-150TD,26,20,42,5402,97.53611111,83.33333333,99.22251018
04-07-2024,14,10,2769,2,Frame 8m,SH-150TD,26,10,16,2562,92.51666667,41.66666667,99.3754879
03-07-2024,19,5,1385,2,Frame 8m,SH-150TD,26,5,7,5972,431.3111111,20.83333333,99.88278634
29-06-2024,11,13,3600,2,Frame 8m,SH-150TD,26,13,6,2946,81.83333333,54.16666667,99.79633401
27-06-2024,3,21,5815,2,Frame 8m,SH-150TD,26,21,21,4858,83.53703704,87.5,99.56772334
26-06-2024,0,24,6646,2,Frame 8m,SH-150TD,26,24,0,5828,87.68981481,100,100
22-06-2024,0,24,6646,2,Frame 8m,SH-150TD,26,24,0,6050,91.03009259,100,100
21-06-2024,0,24,6646,2,Frame 8m,SH-150TD,26,24,1,6106,91.87268519,100,99.98362267
20-06-2024,0,24,6646,2,Frame 8m,SH-150TD,26,24,0,6132,92.26388889,100,100
19-06-2024,0,24,6646,2,Frame 8m,SH-150TD,26,24,0,6090,91.63194444,100,100
17-06-2024,0,24,6646,2,Frame 8m,SH-150TD,26,24,9,6124,92.14351852,100,99.85303723
